id_envio,id_ruta,id_vehiculo,peso_kg,volumen_m3,estado,tipo_carga_norm,origen,destino,distancia_km,tiempo_estimado_hrs,tipo_via,peaje_total,tipo,capacidad_kg,capacidad_m3,año_fabricacion,estado_vehiculo,km_recorridos,dias_en_transito,eficiencia_peso,eficiencia_volumen,costo_por_km,mes_envio,dia_semana_envio,trimestre_envio
399.0,21,24.0,3886.2,1.48,Cancelado,Refrigerada,Desconocido,Valparaíso,115.0,19.2,Camino Rural,80.0,Van,10000.0,16.2,2012.0,Operativo,337731.0,7.0,0.3886199999999999,0.091358024691358,0.6956521739130435,10.0,2.0,4.0
400.0,55,40.0,10865.8,3.16,Entregado,Frágil,Viña del Mar,Viña del Mar,669.1,3.0,Autopista,13286.0,Camioneta,3000.0,23.5,2019.0,En Mantención,253966.0,6.0,3.621933333333333,0.1344680851063829,19.85652368853684,10.0,3.0,4.0
402.0,57,10.0,3542.9,8.62,Cancelado,Refrigerada,Villarrica,La Serena,1114.8,12.2,Autopista,2453.0,Van,1000.0,20.7,2024.0,Operativo,431424.0,6.0,3.5429,0.4164251207729468,2.200394689630427,10.0,5.0,4.0
403.0,2,2.0,7468.85,42.54,En Tránsito,Refrigerada,Desconocido,Castro,507.2,19.5,Camino Rural,12065.0,Furgón,5000.0,38.7,2019.0,Operativo,179180.0,7.0,1.105755,1.0992248062015504,23.787460567823345,10.0,5.0,4.0
404.0,13,40.0,4649.1,4.17,Entregado,Frágil,San Fernando,Santiago,762.6,19.0,Autopista,7901.0,Camioneta,3000.0,23.5,2019.0,En Mantención,253966.0,6.0,1.5497,0.1774468085106383,10.360608444794124,10.0,6.0,4.0
406.0,50,48.0,4226.1,30.58,Cancelado,General,Angol,Los Ángeles,426.6,9.1,Autopista,12235.0,Furgón,10000.0,36.2,2021.0,Operativo,117009.0,7.0,0.42261,0.8447513812154696,28.68026254102203,10.0,0.0,4.0
407.0,48,18.0,14302.0,27.95,Entregado,Peligrosa,Villarrica,Santiago,483.8,7.7,Autopista,9072.0,Furgón,20000.0,38.9,2023.0,En Mantención,243705.0,7.0,0.7151,0.718508997429306,18.75155022736668,10.0,1.0,4.0
408.0,78,17.0,812.6,57.1,Cancelado,Peligrosa,Osorno,La Florida,824.4,5.2,Urbana,14342.0,Furgón,10000.0,31.3,2014.0,Operativo,341278.0,6.0,0.08126,1.8242811501597445,17.39689471130519,10.0,2.0,4.0
409.0,30,38.0,10642.0,56.7,Retrasado,Refrigerada,Linares,San Fernando,1424.9,1.3,Autopista,5861.0,Camioneta,5000.0,69.7,2015.0,Operativo,37268.0,6.0,2.1284,0.8134863701578192,4.113271106744333,10.0,3.0,4.0
411.0,8,23.0,7173.4,36.17,En Tránsito,Perecible,Osorno,Quilpué,31.2,10.6,Autopista,14632.0,Camión,1000.0,62.1,2024.0,Operativo,397688.0,7.0,7.1734,0.5824476650563607,468.974358974359,10.0,4.0,4.0
412.0,12,46.0,3360.2,27.35,Entregado,Peligrosa,Cauquenes,Los Ángeles,1225.7,3.4,Autopista,4699.0,Camión,10000.0,20.5,2022.0,En Mantención,17043.0,6.0,0.33602,1.3341463414634147,3.833727665823611,10.0,5.0,4.0
414.0,26,58.0,2870.2,56.83,Retrasado,Peligrosa,Rancagua,Los Ángeles,1490.8,8.4,Autopista,10265.0,Semi-Remolque,1000.0,38.1,2017.0,Operativo,79000.0,7.0,2.8702,1.4916010498687664,6.885564797424202,10.0,6.0,4.0
415.0,50,21.0,8297.1,36.21,En Tránsito,Frágil,Angol,Los Ángeles,426.6,9.1,Autopista,12235.0,Semi-Remolque,5000.0,63.2,2024.0,Fuera De Servicio,154854.0,7.0,1.105755,0.5729430379746835,28.68026254102203,10.0,0.0,4.0
416.0,2,10.0,3806.1,34.79,Entregado,Frágil,Desconocido,Castro,507.2,19.5,Camino Rural,12065.0,Van,1000.0,20.7,2024.0,Operativo,431424.0,6.0,3.8061,1.6806763285024156,23.787460567823345,10.0,1.0,4.0
417.0,55,56.0,14334.8,13.99,Retrasado,Peligrosa,Viña del Mar,Viña del Mar,669.1,3.0,Autopista,13286.0,Camioneta,10000.0,13.6,2014.0,Operativo,123259.0,7.0,1.43348,1.0286764705882354,19.85652368853684,10.0,1.0,4.0
418.0,56,43.0,439.2,2.9,Entregado,Refrigerada,Quilpué,Puente Alto,572.2,17.1,Camino Rural,9738.0,Camioneta,5000.0,53.1,2024.0,Fuera De Servicio,89400.0,7.0,0.08784,0.0546139359698681,17.018524991261796,11.0,2.0,4.0
419.0,14,13.0,3003.9,56.72,Entregado,Frágil,Los Ángeles,Valparaíso,1589.9,0.9,Camino Rural,4864.0,Van,5000.0,22.1,2015.0,Operativo,447261.0,6.0,0.60078,2.566515837104072,3.059311906409208,11.0,3.0,4.0
420.0,6,12.0,3642.2,18.89,Entregado,Frágil,San Fernando,Santiago,883.7,12.2,Autopista,7202.0,Furgón,20000.0,23.1,2010.0,Operativo,282654.0,6.0,0.18211,0.8177489177489177,6.885564797424202,11.0,4.0,4.0
421.0,61,9.0,6216.9,26.61,Entregado,General,Chillán,Rengo,1903.4,12.2,Urbana,2689.0,Van,5000.0,39.1,2022.0,Fuera De Servicio,77965.0,7.0,1.24338,0.6805626598465473,1.4127351056005042,11.0,4.0,4.0
422.0,12,4.0,3498.6,6.97,Devuelto,Frágil,Cauquenes,Los Ángeles,1225.7,3.4,Autopista,4699.0,Camioneta,1000.0,49.2,2017.0,Operativo,13823.0,7.0,3.4986,0.1416666666666666,3.833727665823611,11.0,5.0,4.0
423.0,13,39.0,7375.3,50.23,En Tránsito,General,San Fernando,Santiago,762.6,19.0,Autopista,7901.0,Furgón,5000.0,38.1,2018.0,Operativo,235075.0,6.0,1.105755,0.8255102040816326,10.360608444794124,11.0,6.0,4.0
425.0,44,54.0,10683.8,50.06,En Tránsito,Frágil,Ovalle,Santiago,799.5,1.4,Camino Rural,13523.0,Van,5000.0,63.9,2020.0,Operativo,295428.0,7.0,2.13676,0.7834115805946792,16.914321450906815,11.0,0.0,4.0
426.0,59,34.0,8703.6,8.5,Entregado,Refrigerada,Temuco,Santiago,1070.4,3.5,Autopista,2117.0,Camioneta,3000.0,14.8,2020.0,Operativo,374404.0,7.0,2.9012,0.5743243243243243,1.977765321375187,11.0,1.0,4.0
428.0,25,41.0,10412.9,43.81,En Tránsito,Frágil,Coquimbo,Concepción,213.5,1.2,Ruta Nacional,6799.0,Furgón,5000.0,38.8,2014.0,Operativo,33259.0,6.0,1.105755,1.1291237113402064,31.84543325526932,11.0,3.0,4.0
429.0,16,5.0,2504.6,9.96,Cancelado,Peligrosa,Santiago,San Antonio,1703.5,8.3,Autopista,6641.0,Semi-Remolque,3000.0,42.4,2010.0,Operativo,154526.0,7.0,0.8348666666666666,0.2349056603773585,3.898444379219255,11.0,3.0,4.0
430.0,38,15.0,11797.6,33.99,Retrasado,Peligrosa,Pucón,Cauquenes,374.6,15.0,Urbana,2710.0,Furgón,5000.0,38.6,2023.0,Operativo,475899.0,7.0,1.105755,0.8805699481865286,7.234383342231713,11.0,4.0,4.0
431.0,43,50.0,3758.4,18.83,Entregado,Refrigerada,Puente Alto,Temuco,872.6,10.0,Camino Rural,7140.0,Furgón,5000.0,56.7,2017.0,En Mantención,443858.0,6.0,1.105755,0.3320987654320987,8.18244327297731,11.0,5.0,4.0
432.0,14,4.0,6261.6,10.78,Entregado,Peligrosa,Los Ángeles,Valparaíso,1589.9,0.9,Camino Rural,4864.0,Camioneta,1000.0,49.2,2017.0,Operativo,13823.0,7.0,6.2616000000000005,0.2191056910569105,3.059311906409208,11.0,5.0,4.0
433.0,6,51.0,5263.5,51.57,Entregado,Refrigerada,San Fernando,Santiago,883.7,12.2,Autopista,7202.0,Van,10000.0,47.4,2024.0,Operativo,219137.0,7.0,0.52635,1.0879746835443038,6.885564797424202,11.0,6.0,4.0
434.0,23,52.0,7468.85,24.27,Entregado,Refrigerada,Chillán,Valparaíso,1884.9,16.5,Autopista,9906.0,Semi-Remolque,5000.0,69.4,2013.0,En Mantención,171940.0,7.0,1.105755,0.3497118155619596,5.255451217571224,11.0,0.0,4.0
436.0,12,39.0,8489.0,10.28,En Tránsito,General,Cauquenes,Los Ángeles,1225.7,3.4,Autopista,4699.0,Furgón,5000.0,38.1,2018.0,Operativo,235075.0,7.0,1.105755,0.8255102040816326,3.833727665823611,11.0,1.0,4.0
437.0,13,58.0,7468.85,23.05,Entregado,Peligrosa,San Fernando,Santiago,762.6,19.0,Autopista,7901.0,Semi-Remolque,1000.0,38.1,2017.0,Operativo,79000.0,7.0,1.105755,0.60498687664042,10.360608444794124,11.0,2.0,4.0
438.0,6,8.0,10574.9,52.31,Entregado,Peligrosa,San Fernando,Santiago,883.7,12.2,Autopista,7202.0,Furgón,5000.0,38.1,2018.0,Operativo,235075.0,6.0,1.105755,0.8255102040816326,6.885564797424202,11.0,3.0,4.0
439.0,63,49.0,13577.1,30.58,Retrasado,Refrigerada,Villarrica,Coquimbo,1557.6,12.0,Camino Rural,377.0,Camión,20000.0,18.5,2018.0,Operativo,311037.0,6.0,0.678855,0.8255102040816326,0.2420390344119158,11.0,4.0,4.0
440.0,13,13.0,6524.8,57.1,Entregado,Peligrosa,San Fernando,Santiago,762.6,19.0,Autopista,7901.0,Furgón,5000.0,38.1,2018.0,Operativo,235075.0,7.0,1.105755,0.8255102040816326,10.360608444794124,11.0,4.0,4.0
441.0,50,24.0,7326.5,30.58,Retrasado,Frágil,Angol,Los Ángeles,426.6,9.1,Autopista,12235.0,Van,10000.0,16.2,2012.0,Operativo,337731.0,7.0,0.73265,0.8255102040816326,28.68026254102203,11.0,5.0,4.0
442.0,52,13.0,13912.1,8.78,Entregado,Frágil,San Fernando,Santiago,883.7,12.2,Autopista,7202.0,Furgón,5000.0,38.1,2018.0,Operativo,235075.0,6.0,1.105755,0.8255102040816326,6.885564797424202,11.0,6.0,4.0
444.0,8,55.0,7319.1,51.77,Entregado,Perecible,Osorno,Quilpué,31.2,10.6,Autopista,14632.0,Furgón,5000.0,55.5,2021.0,En Mantención,398945.0,7.0,1.46382,0.9327927927927928,468.974358974359,11.0,0.0,4.0
445.0,61,43.0,7468.85,23.63,En Tránsito,Perecible,Chillán,Rengo,1903.4,12.2,Urbana,2689.0,Camioneta,5000.0,53.1,2024.0,Fuera De Servicio,89400.0,7.0,1.105755,0.4450094161958568,1.4127351056005042,11.0,1.0,4.0
450.0,57,37.0,1094.5,8.09,En Tránsito,Refrigerada,Villarrica,La Serena,1114.8,12.2,Autopista,2453.0,Semi-Remolque,5000.0,9.8,2019.0,Operativo,40916.0,6.0,0.2189,0.8255102040816326,2.200394689630427,11.0,5.0,4.0
451.0,46,38.0,11794.9,6.72,Retrasado,Peligrosa,San Fernando,La Serena,314.7,12.2,Ruta Nacional,4798.0,Camioneta,5000.0,69.7,2015.0,Operativo,37268.0,7.0,2.35898,0.0964131994261119,15.246266285351128,11.0,5.0,4.0
452.0,22,26.0,5660.5,55.33,Retrasado,General,Castro,Talca,919.3,23.7,Urbana,4921.0,Semi-Remolque,5000.0,24.0,2016.0,Operativo,347864.0,7.0,1.1321,2.3054166666666664,5.352985967584032,11.0,6.0,4.0
453.0,40,57.0,1514.5,45.09,Retrasado,Frágil,Cauquenes,Viña del Mar,662.3,10.0,Camino Rural,4915.0,Camión,5000.0,57.1,2016.0,Operativo,110804.0,7.0,0.3029,0.7896672504378284,7.421108259097086,11.0,0.0,4.0
454.0,45,24.0,9510.3,35.43,Entregado,Frágil,Ovalle,Quilpué,1876.7,13.5,Autopista,521.0,Van,10000.0,16.2,2012.0,Operativo,337731.0,6.0,0.95103,2.187037037037037,0.2776149624340597,11.0,1.0,4.0
455.0,55,39.0,13203.2,46.17,Entregado,Refrigerada,Viña del Mar,Viña del Mar,669.1,3.0,Autopista,13286.0,Furgón,5000.0,38.1,2018.0,Operativo,235075.0,7.0,1.105755,0.8255102040816326,19.85652368853684,11.0,1.0,4.0
456.0,51,60.0,7468.85,25.79,En Tránsito,General,Puente Alto,Castro,489.3,6.2,Ruta Nacional,941.0,Furgón,10000.0,15.6,2018.0,Operativo,235075.0,7.0,1.105755,1.653205128205128,1.9231555283057429,11.0,2.0,4.0
457.0,5,21.0,14365.4,45.53,En Tránsito,Perecible,Cauquenes,San Fernando,914.3,22.9,Camino Rural,5128.0,Semi-Remolque,5000.0,63.2,2024.0,Fuera De Servicio,154854.0,6.0,1.105755,0.7204113924050632,5.608662364650552,11.0,3.0,4.0
459.0,28,47.0,42.1,14.72,Entregado,Peligrosa,Las Condes,San Antonio,550.1,6.7,Ruta Nacional,10017.0,Furgón,10000.0,54.1,2022.0,Operativo,191502.0,7.0,0.00421,0.2720887245841035,18.209416469732776,12.0,4.0,4.0
460.0,80,51.0,5709.8,43.77,Entregado,Peligrosa,Puerto Montt,Viña del Mar,235.8,1.8,Ruta Nacional,3117.0,Van,10000.0,47.4,2024.0,Operativo,219137.0,7.0,0.57098,0.9234177215189876,13.21882951653944,12.0,5.0,4.0
461.0,13,48.0,12280.0,25.24,En Tránsito,Peligrosa,San Fernando,Santiago,762.6,19.0,Autopista,7901.0,Furgón,10000.0,36.2,2021.0,Operativo,117009.0,6.0,1.228,0.6972375690607734,10.360608444794124,12.0,6.0,4.0
462.0,24,57.0,5500.1,58.88,Cancelado,Peligrosa,Castro,Chillán,1776.8,12.2,Autopista,10956.0,Camión,5000.0,57.1,2016.0,Operativo,110804.0,7.0,1.10002,1.0311733800350262,6.166141377757767,12.0,6.0,4.0
463.0,7,13.0,9027.2,21.03,Cancelado,Peligrosa,Rengo,Angol,435.0,23.1,Autopista,8725.0,Van,5000.0,22.1,2015.0,Operativo,447261.0,7.0,1.80544,0.9515837104072398,20.057471264367816,12.0,0.0,4.0
464.0,13,37.0,9098.7,30.58,Entregado,Perecible,San Fernando,Santiago,762.6,19.0,Autopista,7901.0,Semi-Remolque,5000.0,9.8,2019.0,Operativo,40916.0,7.0,1.81974,0.8255102040816326,10.360608444794124,12.0,1.0,4.0
465.0,37,3.0,5481.7,30.58,Entregado,Frágil,Viña del Mar,San Antonio,723.1,7.8,Urbana,1551.0,Camión,10000.0,69.4,2012.0,En Mantención,478395.0,6.0,0.5481699999999999,0.8255102040816326,2.144931544737934,12.0,2.0,4.0
466.0,68,32.0,13568.1,14.59,Entregado,General,Osorno,Santiago,883.7,19.4,Urbana,13550.0,Camioneta,5000.0,78.9,2022.0,En Mantención,235075.0,7.0,2.71362,0.1849176172370088,6.885564797424202,12.0,2.0,4.0
467.0,42,35.0,7553.4,47.91,Entregado,Frágil,La Florida,San Antonio,254.0,12.2,Ruta Nacional,7465.0,Semi-Remolque,3000.0,19.9,2022.0,Operativo,409273.0,7.0,2.5178,2.407537688442212,29.38976377952756,12.0,3.0,4.0
468.0,5,19.0,6977.1,26.04,Devuelto,General,Cauquenes,San Fernando,914.3,22.9,Camino Rural,5128.0,Van,20000.0,15.0,2014.0,Operativo,344398.0,7.0,0.348855,1.736,5.608662364650552,12.0,4.0,4.0
471.0,15,22.0,2684.2,44.68,Entregado,Refrigerada,Talcahuano,Puerto Montt,1750.1,11.8,Autopista,1666.0,Van,10000.0,47.8,2020.0,Operativo,386924.0,7.0,0.26842,0.9347280334728034,0.9519456031083938,12.0,6.0,4.0
476.0,38,40.0,10623.3,45.35,Devuelto,Refrigerada,Pucón,Cauquenes,374.6,15.0,Urbana,2710.0,Camioneta,3000.0,23.5,2019.0,En Mantención,253966.0,6.0,3.5411,1.9297872340425533,7.234383342231713,12.0,3.0,4.0
477.0,22,19.0,3820.7,36.34,Entregado,Frágil,Castro,Talca,919.3,23.7,Urbana,4921.0,Van,20000.0,15.0,2014.0,Operativo,344398.0,7.0,0.1910349999999999,2.4226666666666667,5.352985967584032,12.0,3.0,4.0
478.0,13,37.0,12932.6,41.35,Retrasado,General,San Fernando,Santiago,762.6,19.0,Autopista,7901.0,Semi-Remolque,5000.0,9.8,2019.0,Operativo,40916.0,7.0,2.58652,4.219387755102041,10.360608444794124,12.0,4.0,4.0
479.0,68,2.0,13402.7,17.01,Entregado,Perecible,Osorno,Santiago,883.7,19.4,Urbana,13550.0,Furgón,5000.0,38.7,2019.0,Operativo,179180.0,7.0,2.68054,0.4395348837209302,6.885564797424202,12.0,5.0,4.0
480.0,15,15.0,2920.3,30.58,En Tránsito,Refrigerada,Talcahuano,Puerto Montt,1750.1,11.8,Autopista,1666.0,Furgón,5000.0,38.6,2023.0,Operativo,475899.0,6.0,1.105755,0.8255102040816326,0.9519456031083938,12.0,6.0,4.0
481.0,65,2.0,1965.5,2.76,Entregado,General,Desconocido,Puente Alto,1787.0,22.5,Urbana,7202.0,Furgón,5000.0,38.7,2019.0,Operativo,179180.0,7.0,0.3931,0.0713178294573643,6.885564797424202,12.0,6.0,4.0
482.0,54,11.0,14634.3,49.07,Entregado,Peligrosa,Pucón,Osorno,147.7,21.5,Urbana,2006.0,Van,20000.0,5.3,2017.0,Operativo,476196.0,7.0,0.731715,9.258490566037736,13.581584292484768,12.0,0.0,4.0
486.0,77,3.0,8129.9,10.27,Entregado,Peligrosa,Cauquenes,La Florida,1827.8,23.6,Camino Rural,12453.0,Camión,10000.0,69.4,2012.0,En Mantención,478395.0,7.0,0.81299,0.1479827089337175,6.813108655213918,12.0,3.0,4.0
487.0,7,5.0,7468.85,39.19,En Tránsito,Perecible,Rengo,Angol,435.0,23.1,Autopista,8725.0,Semi-Remolque,3000.0,42.4,2010.0,Operativo,154526.0,7.0,1.105755,0.9242924528301888,20.057471264367816,12.0,4.0,4.0
488.0,8,3.0,8185.0,36.76,Cancelado,General,Osorno,Quilpué,31.2,10.6,Autopista,14632.0,Camión,10000.0,69.4,2012.0,En Mantención,478395.0,7.0,0.8185,0.5296829971181556,468.974358974359,12.0,4.0,4.0
489.0,28,38.0,777.6,47.29,Entregado,Peligrosa,Las Condes,San Antonio,550.1,6.7,Ruta Nacional,10017.0,Camioneta,5000.0,69.7,2015.0,Operativo,37268.0,7.0,0.15552,0.6784791965566714,18.209416469732776,12.0,5.0,4.0
490.0,45,13.0,11185.1,15.31,Entregado,Frágil,Ovalle,Quilpué,1876.7,13.5,Autopista,521.0,Van,5000.0,22.1,2015.0,Operativo,447261.0,7.0,2.23702,0.6927601809954751,0.2776149624340597,12.0,6.0,4.0
491.0,73,42.0,7584.9,45.84,Retrasado,Peligrosa,Maipú,Santiago,468.4,5.2,Ruta Nacional,11768.0,Furgón,20000.0,6.7,2016.0,Operativo,456799.0,7.0,0.379245,6.841791044776119,25.123825789923146,12.0,0.0,4.0
492.0,80,19.0,7468.85,41.31,En Tránsito,Refrigerada,Puerto Montt,Viña del Mar,235.8,1.8,Ruta Nacional,3117.0,Van,20000.0,15.0,2014.0,Operativo,344398.0,7.0,1.105755,2.754,13.21882951653944,12.0,0.0,4.0
493.0,74,40.0,7544.6,19.44,Entregado,Refrigerada,Coquimbo,Puerto Montt,1126.4,6.1,Urbana,1399.0,Camioneta,3000.0,23.5,2019.0,En Mantención,253966.0,7.0,2.514866666666667,0.8272340425531916,1.242009943181818,12.0,1.0,4.0
494.0,11,13.0,7382.3,32.77,Entregado,Perecible,La Serena,Rengo,128.4,16.6,Urbana,68.0,Furgón,5000.0,38.1,2018.0,Operativo,235075.0,7.0,1.105755,0.8255102040816326,0.5295950155763239,12.0,2.0,4.0
495.0,31,35.0,2585.1,8.92,Entregado,Perecible,Castro,Concepción,883.7,12.7,Ruta Nacional,11863.0,Semi-Remolque,3000.0,19.9,2022.0,Operativo,409273.0,7.0,0.8617,0.4482412060301508,13.424238995134097,12.0,2.0,4.0
496.0,13,24.0,4187.9,27.21,Entregado,Refrigerada,San Fernando,Santiago,762.6,19.0,Autopista,7901.0,Van,10000.0,16.2,2012.0,Operativo,337731.0,7.0,0.4187899999999999,1.6796296296296298,10.360608444794124,12.0,3.0,4.0
497.0,78,24.0,2391.2,52.88,Cancelado,Refrigerada,Osorno,La Florida,824.4,5.2,Urbana,14342.0,Van,10000.0,16.2,2012.0,Operativo,337731.0,7.0,0.2391199999999999,3.2641975308641977,17.39689471130519,12.0,4.0,4.0
498.0,51,17.0,2943.0,25.33,Retrasado,General,Puente Alto,Castro,489.3,6.2,Ruta Nacional,941.0,Furgón,10000.0,31.3,2014.0,Operativo,341278.0,7.0,0.2943,0.8092651757188498,1.9231555283057429,12.0,5.0,4.0
500.0,50,10.0,2305.2,35.46,Entregado,Perecible,Angol,Los Ángeles,426.6,9.1,Autopista,12235.0,Van,1000.0,20.7,2024.0,Operativo,431424.0,7.0,2.3052,1.7130434782608697,28.68026254102203,12.0,6.0,4.0
501.0,17,13.0,4046.4,11.59,Entregado,Refrigerada,Maipú,Rancagua,1556.6,17.9,Autopista,3799.0,Furgón,5000.0,38.1,2018.0,Operativo,235075.0,7.0,1.105755,0.8255102040816326,2.4405756135166388,1.0,0.0,1.0
502.0,35,44.0,7468.85,34.91,Cancelado,Perecible,Rancagua,Angol,1308.4,19.1,Autopista,3708.0,Semi-Remolque,10000.0,31.05,2022.0,Operativo,306437.0,7.0,1.105755,1.1243156199677935,2.8339957199633137,1.0,1.0,1.0
504.0,29,6.0,2318.1,23.98,Entregado,Refrigerada,Ovalle,Pucón,948.5,20.2,Ruta Nacional,609.0,Camión,1000.0,74.9,2017.0,Fuera De Servicio,145004.0,7.0,2.3181,0.3201602136181575,0.6420664206642066,1.0,2.0,1.0
505.0,51,2.0,11907.8,7.27,Entregado,Perecible,Puente Alto,Castro,489.3,6.2,Ruta Nacional,941.0,Furgón,5000.0,38.7,2019.0,Operativo,179180.0,7.0,2.38156,0.1878552971576227,1.9231555283057429,1.0,3.0,1.0
507.0,4,55.0,3567.4,30.58,Entregado,General,Temuco,Santiago,1182.4,9.6,Autopista,3738.0,Furgón,5000.0,55.5,2021.0,En Mantención,398945.0,7.0,0.71348,0.8255102040816326,3.1613667117726654,1.0,4.0,1.0
508.0,28,13.0,4337.1,6.02,Entregado,Perecible,Las Condes,San Antonio,550.1,6.7,Ruta Nacional,10017.0,Furgón,5000.0,38.1,2018.0,Operativo,235075.0,7.0,1.105755,0.8255102040816326,18.209416469732776,1.0,5.0,1.0
509.0,16,35.0,14070.4,25.01,Cancelado,Refrigerada,Santiago,San Antonio,1703.5,8.3,Autopista,6641.0,Semi-Remolque,3000.0,19.9,2022.0,Operativo,409273.0,7.0,4.690133333333333,1.2567839195979902,3.898444379219255,1.0,6.0,1.0
510.0,63,49.0,12386.8,18.39,En Tránsito,Refrigerada,Villarrica,Coquimbo,1557.6,12.0,Camino Rural,377.0,Camión,20000.0,18.5,2018.0,Operativo,311037.0,7.0,0.61934,0.994054054054054,0.2420390344119158,1.0,6.0,1.0
512.0,53,7.0,1242.7,22.6,Retrasado,Peligrosa,Temuco,Coquimbo,1433.7,5.1,Autopista,7421.0,Furgón,10000.0,48.7,2022.0,Operativo,235075.0,7.0,0.12427,0.4640657084188911,5.17611773732301,1.0,1.0,1.0
514.0,40,53.0,8393.9,31.86,Entregado,Peligrosa,Cauquenes,Viña del Mar,662.3,10.0,Camino Rural,4915.0,Camioneta,20000.0,13.8,2022.0,Operativo,298453.0,7.0,0.419695,2.308695652173913,7.421108259097086,1.0,2.0,1.0
515.0,13,37.0,2819.3,42.27,En Tránsito,Refrigerada,San Fernando,Santiago,762.6,19.0,Autopista,7901.0,Semi-Remolque,5000.0,9.8,2019.0,Operativo,40916.0,7.0,0.56386,4.313265306122449,10.360608444794124,1.0,3.0,1.0
516.0,52,23.0,6728.9,30.58,Entregado,General,San Fernando,Santiago,883.7,12.2,Autopista,7202.0,Camión,1000.0,62.1,2024.0,Operativo,397688.0,7.0,6.728899999999999,0.8255102040816326,6.885564797424202,1.0,4.0,1.0
518.0,37,8.0,4917.4,31.85,Retrasado,Frágil,Viña del Mar,San Antonio,723.1,7.8,Urbana,1551.0,Furgón,5000.0,38.1,2018.0,Operativo,235075.0,7.0,1.105755,0.8255102040816326,2.144931544737934,1.0,5.0,1.0
519.0,79,12.0,11716.4,49.9,Cancelado,Perecible,Villarrica,Puente Alto,1499.0,3.7,Autopista,10474.0,Furgón,20000.0,23.1,2010.0,Operativo,282654.0,7.0,0.58582,2.16017316017316,6.987324883255504,1.0,6.0,1.0
520.0,76,46.0,12608.3,21.97,En Tránsito,General,Ovalle,La Serena,647.2,21.9,Ruta Nacional,12546.0,Camión,10000.0,20.5,2022.0,En Mantención,17043.0,7.0,1.26083,1.0717073170731706,19.385043263288008,1.0,0.0,1.0
521.0,61,48.0,4860.9,30.58,Entregado,Refrigerada,Chillán,Rengo,1903.4,12.2,Urbana,2689.0,Furgón,10000.0,36.2,2021.0,Operativo,117009.0,8.0,0.4860899999999999,0.8255102040816326,1.4127351056005042,1.0,0.0,1.0
523.0,34,15.0,1562.6,0.56,Entregado,Refrigerada,Ovalle,Rancagua,1824.2,11.7,Urbana,3064.0,Furgón,5000.0,38.6,2023.0,Operativo,475899.0,7.0,1.105755,0.0145077720207253,1.6796403903080803,1.0,2.0,1.0
524.0,70,53.0,12567.6,28.57,Entregado,General,Talcahuano,Curicó,467.1,23.7,Autopista,13463.0,Camioneta,20000.0,13.8,2022.0,Operativo,298453.0,7.0,0.62838,2.070289855072464,28.822521943909223,1.0,3.0,1.0
525.0,17,24.0,2299.7,11.65,Entregado,Frágil,Maipú,Rancagua,1556.6,17.9,Autopista,3799.0,Van,10000.0,16.2,2012.0,Operativo,337731.0,8.0,0.2299699999999999,0.7191358024691359,2.4405756135166388,1.0,3.0,1.0
526.0,20,26.0,1253.1,37.68,En Tránsito,Frágil,Viña del Mar,Santiago,1071.6,14.5,Ruta Nacional,737.0,Semi-Remolque,5000.0,24.0,2016.0,Operativo,347864.0,7.0,0.25062,1.57,0.6877566256065697,1.0,4.0,1.0
527.0,73,47.0,9630.2,30.58,Entregado,General,Maipú,Santiago,468.4,5.2,Ruta Nacional,11768.0,Furgón,10000.0,54.1,2022.0,Operativo,191502.0,7.0,0.96302,0.8255102040816326,25.123825789923146,1.0,5.0,1.0
528.0,59,42.0,7084.3,27.92,Entregado,Perecible,Temuco,Santiago,1070.4,3.5,Autopista,2117.0,Furgón,20000.0,6.7,2016.0,Operativo,456799.0,7.0,0.354215,4.167164179104478,1.977765321375187,1.0,6.0,1.0
529.0,13,53.0,13619.3,49.07,En Tránsito,Frágil,San Fernando,Santiago,762.6,19.0,Autopista,7901.0,Camioneta,20000.0,13.8,2022.0,Operativo,298453.0,7.0,0.6809649999999999,3.555797101449276,10.360608444794124,1.0,6.0,1.0
530.0,13,60.0,5454.2,30.52,Entregado,General,San Fernando,Santiago,762.6,19.0,Autopista,7901.0,Furgón,10000.0,15.6,2018.0,Operativo,235075.0,7.0,0.54542,1.9564102564102563,10.360608444794124,1.0,0.0,1.0
532.0,17,58.0,7516.0,55.83,Entregado,Refrigerada,Maipú,Rancagua,1556.6,17.9,Autopista,3799.0,Semi-Remolque,1000.0,38.1,2017.0,Operativo,79000.0,7.0,7.516,1.4653543307086614,2.4405756135166388,1.0,2.0,1.0
534.0,1,2.0,5173.0,47.17,Cancelado,Peligrosa,La Florida,Pucón,420.3,6.3,Camino Rural,13931.0,Furgón,5000.0,38.7,2019.0,Operativo,179180.0,7.0,1.0346,1.2188630490956072,33.14537235308113,1.0,3.0,1.0
536.0,27,21.0,7468.85,32.75,Entregado,Perecible,Chillán,Pucón,1613.5,3.0,Ruta Nacional,5399.0,Semi-Remolque,5000.0,63.2,2024.0,Fuera De Servicio,154854.0,8.0,1.105755,0.5181962025316456,3.34614192748683,1.0,4.0,1.0
